QN,A1,A2,A3,A4
0,True,False,False,False
1,False,False,False,True
2,False,False,True,False
m1,False,False,True,False
m2,True,False,False,False
m3,True,False,False,False
m4,False,False,False,False
m6,True,False,False,False
m7,False,False,False,True
