QN,A1,A2,A3,A4
0,False,False,False,True
1,False,False,True,False
2,True,False,False,False
m1,False,False,True,False
m2,True,True,False,False
m3,False,False,True,False
m4,True,False,False,False
m6,False,True,False,True
m7,False,False,False,True
