QN,A1,A2,A3,A4
0,False,True,False,False
1,False,True,False,False
2,False,False,False,True
m1,True,False,True,False
m2,False,False,False,True
m3,False,False,False,False
m4,False,False,True,False
m6,False,True,False,False
m7,False,False,True,False
