QN,A1,A2,A3,A4
0,True,False,False,False
1,False,False,False,True
2,False,True,False,False
m1,True,True,True,False
m2,True,False,False,False
m3,False,False,True,False
m4,False,False,True,False
m6,False,True,False,False
m7,False,True,False,False
