QN,A1,A2,A3,A4
0,True,False,False,False
1,False,True,True,True
2,False,True,False,False
m1,True,False,True,False
m2,True,True,False,True
m3,False,False,True,False
m4,False,True,False,False
m6,False,True,False,False
m7,False,False,False,True
