QN,A1,A2,A3,A4
0,True,False,False,False
1,False,True,False,False
2,False,False,False,True
m1,False,True,False,False
m2,True,False,False,False
m3,False,False,True,False
m4,False,False,True,False
m6,True,False,False,False
m7,True,False,False,False
