QN,A1,A2,A3,A4
0,True,False,False,False
1,False,False,True,True
2,True,True,True,True
m1,True,False,True,False
m2,True,True,False,True
m3,True,False,True,True
m4,True,False,True,True
m6,True,True,False,True
m7,False,False,False,False
