QN,A1,A2,A3,A4
0,True,False,True,False
1,True,False,True,True
2,False,True,False,False
m1,False,False,True,False
m2,True,False,False,False
m3,False,False,True,False
m4,False,False,True,False
m6,False,True,False,False
m7,False,False,False,True
