QN,A1,A2,A3,A4
0,True,False,False,False
1,False,False,True,True
2,False,False,True,False
m1,True,False,False,False
m2,True,False,False,False
m3,False,False,True,False
m4,False,False,True,False
m6,False,True,False,True
m7,True,False,False,False
