QN,A1,A2,A3,A4
0,True,False,True,False
1,True,False,True,True
2,True,False,True,False
m1,True,False,False,False
m2,False,False,False,False
m3,True,False,False,True
m4,False,False,True,False
m6,True,False,False,False
m7,False,False,True,False
