QN,A1,A2,A3,A4
0,True,False,False,False
1,True,False,True,True
2,False,False,False,False
m1,True,False,True,False
m2,True,False,False,True
m3,False,False,False,False
m4,True,False,True,False
m6,False,True,False,True
m7,False,False,False,True
