QN,A1,A2,A3,A4
0,True,False,True,False
1,True,False,True,True
2,False,False,False,True
m1,False,False,False,True
m2,True,True,False,False
m3,False,False,True,False
m4,True,False,False,False
m6,False,False,True,False
m7,False,False,True,True
m8,True,False,False,False
m9,False,False,False,True
